ID,Location,Title,Salary,Summary
4cc15c26097421c5,서울 송파구,"개발자 - Python 프로그래밍과 Java, C 소스코드 분석",,"자격요건 인원 [담당업무]개발자 - 
Python 프로그래밍과 Java, C 소스코드 분석[근무부서 및 직급/직책]근무부서: 엔터프라이즈 솔루션직급/직책: 팀원, 대리, 차장 [필요기술]ㆍ
Python 프로그래밍과 Java, C..."
578a71cd0f1d3fed,서울,AI SW 개발 경력사원 채용,,"및 개선 할 수 있는 역량 보유자 프로그래밍에 대한 실무역량 보유자(TensorFlow,PyTorch,
Python,C++등) [우대요건] Vision 또는 NLP 기술을 활용하여 프로젝트 및 솔루션 개발 경험자 0명..."
a0c7a150ee54bf18,서울,Developer - Cloud Infrastructure,,"Your tasks will include developing a 
python based scalable job execution platform... development with 
Python Experience..."
e29bd57c416ee579,대한민국,인재 Pool 등록,,"5년 이상 (IT기획, 프로젝트 PM/PL, 개발경력 등) - 자격 : 컴퓨터 언어 활용능력 보유 (JAVA, 
PYTHON) : 데이터베이스(RDBMS) 활용능력 보유 - 우대사항 : IT 예산(HW,SW,인건비) 수립 경험..."
6e8bde30e3d76a07,경기도 평택,ID사업부 Software R&D 경력,,"사용 가능 php, java, 
python, node.js) - SQL... Programming Language : C, C++, Java, 
Python등 - Linux Embedded System 개발 4)우대 사항..."
f317eb960a3ce005,경기도 성남,Product Engineer - MPC/MDP/MDM,,"experience... following: EDA with emphasis on semi OPC; C/C++, 
Python, TCL, MATLAB or any high-level programming language..."
bfe0f5ac4f32ec89,성남 판교역,추천 통계분석/데이터사이언티스트 모집,,"통계, 수학 관련 분야의 석사 또는 박사 학위 소지자 숙련된 데이터분석 능력 데이터 사이언스를 위한 언어(
Python/R) 를 하나 이상 능숙하게 다룰 수 있으신 분 분석 결과를 설득력있게 전달할 수 있는 분 우대사항..."
e3372583dc80de0d,서울 강남구,"Cloud Technical Solutions Engineer, Networking, Google Cloud",,"reading or debugging code (e.g., Java, C, C++, .NET, 
Python, Shell, Perl, JavaScript).Experience advocating for customer..."
3e96bc531d76390a,서울특별시,가우스랩스 Computer Vision & Image Processing Applied Scientist,,"실무 경험 보유. 생산적이고 건강한 조직 문화를 만들고자 하는 의지. 우대 영어 의사소통 능력. 
Python, C++ 등 프로그래밍 언어 및 PyTorch, Tensorflow 등 딥러닝 툴 전문 활용 가능. 영입..."
3b7dbdf85a326a6d,서울,국내 대기업 - AI 및 딥러닝 관련 경력자,,"관련 전문 지식 있는 분 - 
Python 또는 Scala, JAVA 활용... 레임워크 활용 역량 좋은 분- 자연어처리 관련 전문 지식 있는 분- 
Python 또는 Scala, JAVA 활용 역량- 미디어/커머스/전자/IT 업계..."
fc09bd46b913c048,성남 판교역,[NHN Cloud] 시스템 엔지니어링,,"운영 경험 보유 - 쉘 스크립트 또는 프로그래밍 개발 스킬 보유 * Bash, PowerShell, 
Python, JAVA, etc * 운영 자동화/효율화 경험 보유 - 대용량 트래픽 처리를 위한 인프라 설계와 구축..."
27b06cad4f2d0c63,성남 판교역,클라우드 엔지니어,,"있으신 분 -WebLogic, JBoss 및 Tomcat과 같은 WAS 설치 및 구성 경험 있으신 분 -
Python, Shell, Powershell 등의 스크립팅 언어 개발 경험 있으신 분 -대규모 프로젝트 수행 경험..."
984a450d6e10bbed,서울,"Senior Partner Solutions Architect - Amazon Connect, Partner...",,"passion for getting hands dirty with code/scripting (e.g, 
python, java, c#, .NET, Node.js) · Experience building integrations..."
32b582209ad53166,서울,Sr Technical Support Engineer,,"roles Strong experience in software development in Java... 
Python. Experience in SQL, ArcGIS, or Oracle DBMS is desirable..."
ac64fda2e281b835,서울,"Software Engineer, People with Disabilities (장애인 채용)",,"languages, including... limited to: C++, Java, C and 
Python. Experience in a variety of projects utilizing natural..."
c5a2d1029018e4ba,경기도 화성,Expat: Experimental Physicist Tuning and Monitoring,,"Experience in using office programs and Unix (Linux) 
Python and Jira experience is preferred. Deliberate and organized work..."
8c8c96a3ffac77f8,서울 중구,데이터 엔지니어 경력 정규직,"연봉 60,000,000원 - 70,000,000원","Redshift, Snowflake 등) 설계, 개발, 운영 경험• 
Python/R/dbt, Kafka/Airflow 등을 사용하여 데이터 전처리를... 게임>빅데이터·AI(인공지능)>
Python|인터넷·IT·통신·모바일·게임..."
98a3e3328fec92db,서울,데이터 엔지니어,,"end pipeline의 개발 (
Python, Airflow, k8s 활용... 데이터베이스 등 기본적인 전산 지식에 대한 이해를 갖추신 분 - 
Python / Java / Scala / Kotlin / Go 등의 언어로 개발..."
14d562d10c215572,서울 금천구,"PHP, Python 신입/경력 정규직",,"주식회사 비즈부스터 PHP, 
Python 개발자 채용 모집부문 및 자격요건 담당업무 자격요건 인원 [담당업무]*당사의 서비스(비즈탑) 솔루션 및 서비... 프로그래머>PHP |인터넷·IT·통신·모바일·게임>웹프로그래머>
Python"
8af26b37623864c4,서울 종로구,8퍼센트 개발자 (신입/경력),,"개발 금융 데이터 분석과 분석 플랫폼 운영 자격요건 컴퓨터 전공자 또는 웹 개발 경력 1년 이상 우대사항 
Python 코드를 무리 없이 읽으실 수 있는 분 Linux/Mac 사용 가능한 분 새로운 기술에 대한 호기심을 가지신..."
cae2de07045cfb2b,서울 마곡동,"Java, Python 영상툴 개발자",,"원하면 가능) 담당업무 - 영상 라벨링 Tool 개발 - Tool 정확성 개선 자격요건 - Java - 
Python 우대사항 - 관련 개발 경력 - 툴개발 경력 근무조건 - 월~금 AM9:30 ~ PM18:30 복지..."
a5950cc205f9f73a,서울,[AWS] DevOPs Consultant,,"Powershell, 
Python, Bash…). · Experience... 또는 Terraform) · 스크립팅 (예 : Powershell, 
Python, Bash…)을 포함한 클라우드, 또는 가상화 환경에서의 Linux..."
b03b8655f632f8f0,서울 성동구,[네오컨버전스] 딥러닝 개발자 신입/경력 정규직,,"부설연구소 [자격요건]신입, 경력(연차무관)대학교(4년)졸업 이상- 
Python 개발 가능자- Pytorch 딥러닝 프레임 워크 경험자- 딥러닝 이해... 게임>빅데이터·AI(인공지능)>
Python|인터넷·IT·통신·모바일·게임..."
9d03965e8523cea6,성남 분당구,[SAPEON Korea] Deep Learning 개발자,,"변환 도구 개발 및 최적화 [필요역량 및 직무경험] C/C++ 또는 
Python에 대한 깊은 이해 및 능숙한 개발 능력 소프트웨어 설계 및 알고리즘... 통신·모바일·게임>웹프로그래머>
Python|인터넷·IT·통신·모바일·게임..."
2165954253e0cd92,서울 여의도역,채용전제형 인턴십 모집,,"금융투자분석사, CFA Level 1 이상 등 관련 자격 보유자 • 엑셀 VBA 프로그래밍, SQL 
Python, R 등 활용가능자 • 통계학, 머신러닝, AI 관련 지식 보유자 리테일 영업지원 (기획, 지원..."
c0f290b9dc436e3a,서울 강남구,음성신호 처리/개발 부문 경력,,"등 open source DL framework에 대한 구현 경험 - 
Python/Javascript 개발 경력 3년 이상 혹은 그에 준하는 실력... 게임>빅데이터·AI(인공지능)>
Python|인터넷·IT·통신·모바일·게임..."
3e7b756ca8ec169f,서울 서초구,가상화 엔지니어 정규직,"연봉 40,000,000원 - 50,000,000원","DM/NV 등) 우대사항 1) 정보처리산업기사 이상의 자격을 보유하신 분 2) PowerShell/Bash/
Python 등 System Script 경험이 있는 분 기타정보 1) 삼성전자 반도체 사업장 VMware 가상화..."
76506fcc26886ebf,대한민국,Solution Software Engineer - Korea,,"Java (server/cloud or device side) or Scripting (e.g. 
Python) experience of chip vendors, e.g. MediaTek, Samsung, Qualcomm..."
c4145dce440c02f8,서울 서초구,[전문연구요원 신규편입/전직] SW Engineer/Backend/Frontend 개발자,,"백엔드|인터넷·IT·통신·모바일·게임>웹프로그래머>프론트엔드|인터넷·IT·통신·모바일·게임>웹프로그래머>
Python|인터넷·IT·통신·모바일·게임>응용프로그래머>Linux|인터넷·IT·통신·모바일·게임>응용프로그래머>인공지능..."
a5868277027bf920,서울,Data Engineer_Eng,,"experience of data engineering • Proficiency in using 
Python or Scala • Experience in using one... followings: Batch..."
84610059d3552ef1,성남 분당구,(3200만이상/분당)만도연구소 소프트웨어 개발/검증 연구보조,"연봉 30,000,000원 - 35,000,000원","SW 등 공학 관련 전공자 C사용 경험자 관련분야/업무 유경험자 우대 
Python 가능자 우대 Vector Case 사용 경험자 우대 자동차부품 전문... 사용 경험자[우대요건] - 
Python 경험자 - Vector Case..."
41eda88d237f0abe,대한민국,Application Engineer for MCU & Touch,,"optionally additional language skills (e.g. C#, C++, 
Python..) Experienced in low level components of timer, counter, PWM..."
be4f41a16ee26e33,경기도 화성,Software Tech. Support and Customer Engagement Lead,,"skills •Understanding the software coding(C/C++/C#/
Python) concept is a big plus •Project management experience..."
3544467a7b64376f,서울 마포구,[전문연구요원] 의료영상 리서치 엔지니어 정규직,,"학력무관직무기술: VISUALC++, 응용프로그래밍, C·C++, 
Python, AI개발 2 명 근무조건 고용형태: 정규직(수습기간3개월)근무부서... 머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머>
Python"
aac8e9355cb855ac,서울,[인재풀] 아티스트 ART,,"Maya or 3D Max등의 아트웍 툴 사용 경험 Max script 또는 Mel Script의 사용 경험 C# 또는 
Python 언어에 대한 이해 및 활용 능력 아트웍 관련 툴 제작 또는 플러그인 제작 경험"
3d1690b2dd2249f8,서울 마포구,"[K디지털 트레이닝] 전액 국비지원 IT취업연계 교육 빅데이터, 인공지능",,"개발전문과정 인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머>
Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>빅데이터|인터넷·IT·통신·모바일·게임>빅데이터..."
946014e8c4501212,서울,Backend Engineer,,"젝트를 공개하고 지속적인 기여를 통해 프로젝트를 발전시킵니다. 자격요건 - 하나 이상의 프로그래밍 언어(
Python, Golang, C++, ...)를 능숙하게 사용하시는 분 - AWS, GCP, Azure 등 Cloud..."
48c982e865d9303a,서울 강남구,개발직군 산업기능요원 보충역 신규 특별,,"통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>
Python|인터넷·IT·통신·모바일·게임>응용프로그래머>머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머..."
d193999bb6d038d4,서울,Analog Design Engineer,,"Modeling of solutions using tools... 
Python, Matlab, Simulink, and Spectre AMS... tools... 
Python, Matlab, Simulink..."
39b4c349f0d85ecc,서울,Python Junior Backend Developer,,"“글로벌 콘텐츠 디스커버리 플랫폼 데이블에 지원하세요~!” 데이블은 ‘사용자와 미디어, 콘텐츠를 연결하자’는 미션을 가진 콘텐츠 디스커버리 & 네이티브 광고 플랫폼입니다. 데이블은 2015년 네이버, NC소프트, SK플래닛..."
a0dda478567db352,경기도 화성,"(주)트윔 개발자(경력직) 빅데이터,영상처리,머신비전/AI 딥러닝",,"자기주도적으로 진행한 경험 - 
Python/C/C++ 능통자 - 데이터... RNN 등 딥러닝 이론 및 알고리즘 유경험자 - C/C++, Java, 
Python/TensorFlow/Caffe 사용가능자 - Matlab/R 분석..."
fc037709d0770796,성남 분당구,System SW 엔지니어,"연봉 40,000,000원 - 100,000,000원","사항: 대학교(4년)졸업 이상 [기본 요구능력] - ASM/C/C++/
Python 언어 코딩 기술 - 운영체제 SW 설계 및 구현 - 알고리즘/네트워... 게임>빅데이터·AI(인공지능)>
Python|인터넷·IT·통신·모바일·게임..."
3486bc7922dd9121,서울,C++ Senior Developer for High-Performance Cloud Database Ker...,,"C++ Experience in multi-thread programming Experience in SQL, 
Python, Git Experienced... development on Linux environment..."
b955c9f452035bd8,성남 분당구,[KSTEC] 통계/Analytics 신입 및 경력사원,,"지능화 (의사결정 자동화) 시스템 개발 (SPSS, SAS, R, 
Python, Java 기반)2. 기업용 데이터과학 & 인공지능 플랫폼 솔루션3... 게임>빅데이터·AI(인공지능)>
Python|인터넷·IT·통신·모바일·게임..."
dd6b989057777812,서울 서초구,"빅데이터, 인공지능(AI) 외 경력 정규직",,"모바일·게임>빅데이터·AI(인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>
Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터..."
089d5692025e08c5,성남 분당구,[NIT Service] 네이버 클라우드 플랫폼 기술지원,,"우대사항]- 클라우드 서비스 운영 경험 (AWS, Azure, KT Cloud 등)- Shell Script, 
Python 활용 가능- 국가보훈대상자 및 장애인은 법령에 의거 우대 0 명 근무조건 고용형태 : 정규직급여조건..."
e658236007117d98,서울,Junior Business Analyst (Non-tech),,"의와 체계적 사고체계를 갖추신 분 [우대 조건] 이커머스, 리테일, 물류 관련 도메인 경험을 보유하신 분 
Python, R 등 기타 프로그램 언어 사용 경험을 보유하신 분 한국어 및 영어 모두 능숙한 커뮤니케이션이 가능하..."
3d40cfbbdc839bfc,인천 서구,센서 계측 관련 프로그래머,,"센서 계측 자동화를 위한 데이터 및 프로그램 관련 개발자를 모집합니다.C언어 , JavaScript , 
Python 등의 기초 코딩1개 이상의 리딩이 가능하신 개발자님 모집하고 있습니다.능수능란한 코딩이 가능하신분 , 기초와..."
bec33b19427238a4,서울 서초구,(주)작당모의 앱 개발자,,"1. 백엔드 개발 1년이상, OOP/Function Language 개발 가능, AWS 개발 경험 등 2. 
Python Django 개발, Nodejs React 개발, MySQL 개발 경험 등 3. React Native..."
764e1009190a3e15,서울 강남구,[엔픽셀] 블록체인 웹 프로그래머,"연봉 30,000,000원 - 100,000,000원","Javascript 등)가 있으신 분 ∙ 한 종류 이상의 능숙한 웹 스크립팅 언어 (java, node, 
python 등) 사용 가능하신 분 ∙ 개발 업무에 필요한 수준의 영어 독해 능력이 있으신 분 *[우대사항..."
fe457b8e789d331c,서울 강남구,Data Engineer,,"게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>
Python|인터넷·IT·통신·모바일·게임>응용프로그래머>머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머>
Python"
f54bac6c78fd3240,성남 수정구,코딩에 빠진 수퍼 개발자 (펌웨어 개발),,"학력무관직무기술: 펌웨어(Firmware), Embedded System S/W 개발(판교) c/c++, 
Python 3 명 근무조건 고용형태: 정규직근무부서: 개발팀급여조건: 연봉 협의 후 결정 전형단계 및 제출서류 전형단..."
7dbaa95d22eacd29,울산 남구,"웹개발, 백엔드 외 경력 정규직","연봉 40,000,000원 - 50,000,000원","경력(4년 이상 ) 학력사항: 대학교(4년)졸업 이상 직무기술: 웹프로그래밍, 응용프로그램개발, JAVA, 
PYTHON 기타: ㆍ다양한 업무를 신속하게 이해하고 도식화 할 수 있는 분 ㆍ고객의 소리를 듣는 귀가 지혜 있는..."
43774322c4492e0e,성남 분당구,[TmaxTibero/기술] DBMS 제품 QA 신입 및 경력,,"경력 지원자) - 데이터베이스 연관 3rd Party 제품 기술지원 경험자(경력 지원자) - Java/C/
Python/shell 초급 개발자/경험자(경력 지원자) - S/W QA 경험자(경력 지원자) - CDC 제품 사용..."
80ea7a7fe4b6b342,서울,[자동차부품 우량대기업] ADAS카메라 System SW개발 경력인재,,"C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머>Linux|인터넷·IT·통신·모바일·게임>응용프로그래머>
Python|인터넷·IT·통신·모바일·게임>통신·모바일>커넥티드카 개발자|인터넷·IT·통신·모바일·게임>소프트웨어..."
ad07d6a330fb619a,성남 판교역,[NHN Cloud] 운영 및 기술지원,,"Linux, Microsoft Solutions 등) - 2년 이상의 개발 경험 (Java, 
Python 등) - 기술 문서 작성 및 가이드 경험이 풍부한 자 - 대외 고객 기술 지원 경험 - Windows..."
7d205770c41f1c8b,서울 삼성역,현대백화점 데이터기획팀 데이터 분석/기획 경력,,"Tableau등 OLAP툴 활용 대시보드 구성 및 분석 결과 리포팅 수행 경험 - 중급 이상의 R, 
Python, SQL 역량 및 데이터 핸들링(추출/전처리(EDA)/요약 등) 역량 보유 - 클라우드(또는 온프..."
25b0fa17d08dd0cd,서울 강남구,"자바스크립트, Python 외 신입/경력 정규직, 계약직, 인턴",,"인터넷·IT·통신·모바일·게임>응용프로그래머>자바스크립트|인터넷·IT·통신·모바일·게임>응용프로그래머>
Python|인터넷·IT·통신·모바일·게임>게임(Game)>서버·네트워크개발|인터넷·IT·통신·모바일·게임>게임(Game..."
9f1b3a55c974207a,서울 강남구,Teacher / Instructor,"월급 2,400,000원 - 3,300,000원","Cultures... Computer Science (Programming Languages--e.g., 
Python, C/C++, etc. ) Fine Arts Other Elective Courses Full..."
abdc136f65ceddd4,서울,AI 분야,,"무를 경험하면서 조직과 함께 성장하고 싶으신 마인드를 보유하신 분 - 
Python 및 PyTorch, Tensorflow 등과 같은 딥러닝 프레임워크... 경력자 가능 - C/C++, 
Python, 딥러닝 프레임워크(PyTorch..."
a3ff75e302b24374,서울,"Solutions Architect - AMAZON Web Services, Korea",,"languages... Ruby, 
Python and Node... 현대 개발 언어에 대한 실무적 지식: 루비 (Ruby), 파이썬 (
Python), Node.js 등 · 개발자 및 IT 운영자 대상의 신기술 전파에..."
2b0112d63721b1e0,서울,Machine Learning Researcher (Computer Vision),,"more than one software language (ex: C, C++, C#, Java, 
Python, Javascript, Matlab, and so on.) Applicants must have..."
dbdb09c3e456c5cb,서울 용산구,(서울시 용산) 전문 분석관 (석사),,"석사학위 이상ㆍ정보처리기사 자격 소지 ㆍ데이터 또는 무기효과 분야 연구 유경험자ㆍ통계/공학 SW(Matlab, 
Python, R 등) 운용 가능자 0명 서울시용산구 접수기간 2022년 2월 13일(일)까지 제출서류 이력서..."
afe71637aa1df086,서울 강남구,슈어소프트테크(주) 2022년 상반기 인턴,,"통신·모바일·게임>웹프로그래머>
Python|인터넷·IT·통신·모바일·게임... 용프로그래머>자바스크립트|인터넷·IT·통신·모바일·게임>응용프로그래머>
Python|인터넷·IT·통신·모바일·게임>응용프로그래머>가상현실(VR)|인터넷..."
5ea9ea023c6ccc03,성남 분당구,"S/W 엔지니어, 데이터분석 신입/경력 정규직, 인턴",,"케이션 제작 및 유지보수 업무- 
Python, Golang, QT 중 선택... 2. 시스템프로그래머- 
Python, Golang, QT 중 선택 가능3. 영상데이터 분석 및 모델링- 
python기반 영상데이터 분석 및 모델링..."
e7c8c2b11f24fb43,서울,Software Engineer,,"languages, including... limited to: C++, Java, C and 
Python. Excellent written and verbal communication skills. About..."
b40a09bb26c18930,서울 강서구,"S/W개발자, H/W개발자, 기구설계 전문가","연봉 30,000,000원 - 100,000,000원","집부문 담당업무 자격요건 인원 S/W개발자H/W개발자기구설계직 [담당업무][S/W 개발]- C, C++, 
Python 프로그래밍 가능- 영상 처리, 컴퓨터 비전, 머신러닝, 비디오 스트리밍 관련 개발 경력 보유- OpenCV..."
637966c9b5fe66d6,성남 분당구,[정보보호기술] 시스템 보안 담당자,,"행위 모니터링 및 대응필수 경험과 역량· Go-lang, Java, 
Python 등으로 개발된 오픈소스를 업무에 활용한 경험 및 개발 역량(일부 수정... 로그래머>JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머>
Python"
32998063886b0d27,서울 강남구,[컨트롤웍스] 제어엔지니어 신입,"연봉 30,000,000원 - 35,000,000원","전공- Matlab / Simulink 프로그래밍에 자신 있는 분[우대사항]- 컨트롤러 설계 경험- C 또는 
Python 프로그래밍 역량- 석사학위자의 경우 병역특례 가능- 운전가능자 1 명 근무조건 고용형태: 정규직(수습기..."
67c19d7ac0857ecd,서울,빅데이터 분야,,"데이터 분석 모형 개발 ① R, 
Python, SQL 등 데이터 분석 도구... 분석 관련 자격 보유(빅데이터분석기사, ADsP, ADP 등) - R/
Python/SQL 등을 사용하여 데이터를 핸들링하고 대규모 데이터 셋에서 분석..."
c1eb021528f29732,서울 구로구,2022년 상반기 IT/경영정보 신입경력사원,,"14p 인터넷·IT·통신·모바일·게임>응용프로그래머>JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머>
Python|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머..."
cb973769974700e0,서울,"Software Engineer, Android Connectivity",,"one or more... following languages: C, C++, Java, or 
Python. Preferred qualifications: 5 years of experience in Android..."
9205c6ddd797cac4,성남 분당구,Planning and Scheduling Optimization Development Engineer,,"teams.New PhDs are encouraged to apply. 인터넷·IT·통신·모바일·게임>웹프로그래머>
Python|생산·정비·기능·노무>생산관리>공장장|인터넷·IT·통신·모바일·게임>소프트웨어·하드웨어>소프트웨어"
6d86e9f32d31c84f,서울,Data 분야 경력,,"해가 뛰어난 자 - R, 
Python, SAS, SQL 등 활용 역량 우대사항(해당 내용 중 1개 이상) - ML/DL 경험 인력 우대 - 관련 분야 석사 이상 학위 소지자 우대 - R, 
Python등 데이터분석 모델링 경험..."
